folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,Description,Code,KP
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1073.311,20160824230940312@DVR1_Ch2.asf,1073.014,20160824230940906@DVR1_Ch3.asf,1072.42,20160824232733326,Field Joint - Normal,2.1,22.599
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1093.512,20160824230940312@DVR1_Ch2.asf,1093.215,20160824230940906@DVR1_Ch3.asf,1092.621,20160824232753527,Debris - Other soft debris,6.15,22.592
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1156.473,20160824230940312@DVR1_Ch2.asf,1156.176,20160824230940906@DVR1_Ch3.asf,1155.582,20160824232856488,Field Joint - Normal,2.1,22.573
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1196.794,20160824230940312@DVR1_Ch2.asf,1196.497,20160824230940906@DVR1_Ch3.asf,1195.903,20160824232936809,Field Joint - Normal,2.1,22.56
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1217.115,20160824230940312@DVR1_Ch2.asf,1216.818,20160824230940906@DVR1_Ch3.asf,1216.224,20160824232957130,Exposure - Start,7.1,22.554
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1319.716,20160824230940312@DVR1_Ch2.asf,1319.419,20160824230940906@DVR1_Ch3.asf,1318.825,20160824233139731,Exposure - End,7.2,22.5208
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1347.517,20160824230940312@DVR1_Ch2.asf,1347.22,20160824230940906@DVR1_Ch3.asf,1346.626,20160824233207532,Field Joint - Normal,2.1,22.51
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1436.279,20160824230940312@DVR1_Ch2.asf,1435.982,20160824230940906@DVR1_Ch3.asf,1435.388,20160824233336294,Anode - Bracelet - slight wastage 0-25%,1.1.1,22.4773
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1471.44,20160824230940312@DVR1_Ch2.asf,1471.143,20160824230940906@DVR1_Ch3.asf,1470.549,20160824233411455,Exposure - Start,7.1,22.4661
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1494.441,20160824230940312@DVR1_Ch2.asf,1494.144,20160824230940906@DVR1_Ch3.asf,1493.55,20160824233434456,Exposure - End,7.2,22.4591
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1533.001,20160824230940312@DVR1_Ch2.asf,1532.704,20160824230940906@DVR1_Ch3.asf,1532.11,20160824233513016,Field Joint - Normal,2.1,22.447
DATA_20160824230940015,20160824230940015@DVR1_Ch1.asf,1679.805,20160824230940312@DVR1_Ch2.asf,1679.508,20160824230940906@DVR1_Ch3.asf,1678.914,20160824233739820,Measurement - CP Stab,16.2,22.446
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,916.865,20160824235103625@DVR1_Ch2.asf,916.553,20160824235104157@DVR1_Ch3.asf,916.021,20160825000620178,Exposure - End,7.2,22.107
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,964.546,20160824235103625@DVR1_Ch2.asf,964.234,20160824235104157@DVR1_Ch3.asf,963.702,20160825000707859,Field Joint - Normal,2.1,22.092
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,998.707,20160824235103625@DVR1_Ch2.asf,998.395,20160824235104157@DVR1_Ch3.asf,997.863,20160825000742020,Field Joint - Normal,2.1,22.08
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,1037.828,20160824235103625@DVR1_Ch2.asf,1037.516,20160824235104157@DVR1_Ch3.asf,1036.984,20160825000821141,Field Joint - Normal,2.1,22.0675
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,1080.749,20160824235103625@DVR1_Ch2.asf,1080.437,20160824235104157@DVR1_Ch3.asf,1079.905,20160825000904062,Field Joint - Normal,2.1,22.0556
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,1196.992,20160824235103625@DVR1_Ch2.asf,1196.68,20160824235104157@DVR1_Ch3.asf,1196.148,20160825001100305,Anode - Bracelet - slight wastage 0-25%,1.1.1,22.023
DATA_20160824235103313,20160824235103313@DVR1_Ch1.asf,1343.155,20160824235103625@DVR1_Ch2.asf,1342.843,20160824235104157@DVR1_Ch3.asf,1342.311,20160825001326468,Exposure - Start,7.1,21.979
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,26.062,20160906023748722@DVR1_Ch2.asf,25.391,20160906023749254@DVR1_Ch3.asf,24.859,20160906023814113,Exposure - Start,7.1,3.86
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,32.182,20160906023748722@DVR1_Ch2.asf,31.511,20160906023749254@DVR1_Ch3.asf,30.979,20160906023820233,Field Joint - Normal,2.1,3.861
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,50.062,20160906023748722@DVR1_Ch2.asf,49.391,20160906023749254@DVR1_Ch3.asf,48.859,20160906023838113,Exposure - End,7.2,3.861
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,201.104,20160906023748722@DVR1_Ch2.asf,200.433,20160906023749254@DVR1_Ch3.asf,199.901,20160906024109155,Damage - W'coat spalling,5.1,3.8443
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,240.985,20160906023748722@DVR1_Ch2.asf,240.314,20160906023749254@DVR1_Ch3.asf,239.782,20160906024149036,Debris - Metalwork,6.7,3.8542
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,248.745,20160906023748722@DVR1_Ch2.asf,248.074,20160906023749254@DVR1_Ch3.asf,247.542,20160906024156796,Stabilisation - Mattress - Start,3.5.1,3.856
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,430.988,20160906023748722@DVR1_Ch2.asf,430.317,20160906023749254@DVR1_Ch3.asf,429.785,20160906024459039,Stabilisation - Mattress - End,3.5.2,0.0
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,431.348,20160906023748722@DVR1_Ch2.asf,430.677,20160906023749254@DVR1_Ch3.asf,430.145,20160906024459399,Other Fixed - Other,4.15,0.0
DATA_20160906023748051,20160906023748051@DVR1_Ch1.asf,443.668,20160906023748722@DVR1_Ch2.asf,442.997,20160906023749254@DVR1_Ch3.asf,442.465,20160906024511719,Survey Section - End of - Pipe exposed,12.2.1,0.0
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,0.0,20160902072749841@DVR1_Ch2.asf,-1.018,20160902072750200@DVR1_Ch3.asf,-1.377,20160902072748823,Survey Section - Start of - Pipe exposed,12.1.1,0.638
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,89.824,20160902072749841@DVR1_Ch2.asf,88.806,20160902072750200@DVR1_Ch3.asf,88.447,20160902072918647,Debris - Soft rope,6.4,0.628
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,732.16,20160902072749841@DVR1_Ch2.asf,731.142,20160902072750200@DVR1_Ch3.asf,730.783,20160902074000983,Exposure - End,7.2,0.3796
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,773.361,20160902072749841@DVR1_Ch2.asf,772.343,20160902072750200@DVR1_Ch3.asf,771.984,20160902074042184,Debris - Soft rope,6.4,0.364
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,804.841,20160902072749841@DVR1_Ch2.asf,803.823,20160902072750200@DVR1_Ch3.asf,803.464,20160902074113664,Exposure - Start,7.1,0.354
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1577.061,20160902072749841@DVR1_Ch2.asf,1576.043,20160902072750200@DVR1_Ch3.asf,1575.684,20160902075405884,Exposure - End,7.2,0.054
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1596.142,20160902072749841@DVR1_Ch2.asf,1595.124,20160902072750200@DVR1_Ch3.asf,1594.765,20160902075424965,Anode - Bracelet - slight wastage 0-25%,1.1.1,0.051
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1673.624,20160902072749841@DVR1_Ch2.asf,1672.606,20160902072750200@DVR1_Ch3.asf,1672.247,20160902075542447,Measurement - CP Stab,16.2,0.051
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1735.945,20160902072749841@DVR1_Ch2.asf,1734.927,20160902072750200@DVR1_Ch3.asf,1734.568,20160902075644768,Stabilisation - Mattress - End,3.5.2,0.046
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1750.826,20160902072749841@DVR1_Ch2.asf,1749.808,20160902072750200@DVR1_Ch3.asf,1749.449,20160902075659649,Stabilisation - Mattress - Start,3.5.1,0.044
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1751.946,20160902072749841@DVR1_Ch2.asf,1750.928,20160902072750200@DVR1_Ch3.asf,1750.569,20160902075700769,Weightcoat Missing - End of loss,11.2,0.043
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1760.146,20160902072749841@DVR1_Ch2.asf,1759.128,20160902072750200@DVR1_Ch3.asf,1758.769,20160902075708969,Other Fixed - Pipe bend,4.11,0.042
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1768.146,20160902072749841@DVR1_Ch2.asf,1767.128,20160902072750200@DVR1_Ch3.asf,1766.769,20160902075716969,Weightcoat Missing - Start of loss,11.1,0.041
DATA_20160902072748823,20160902072748823@DVR1_Ch1.asf,1796.867,20160902072749841@DVR1_Ch2.asf,1795.849,20160902072750200@DVR1_Ch3.asf,1795.49,20160902075745690,Field Joint - Normal,2.1,0.041
DATA_20160824113708007,20160824113708007@DVR1_Ch1.asf,478.078,20160824113708461@DVR1_Ch2.asf,477.624,20160824113708820@DVR1_Ch3.asf,477.265,20160824114506085,Debris - Other soft debris,6.15,37.1024
DATA_20160824113708007,20160824113708007@DVR1_Ch1.asf,1639.133,20160824113708461@DVR1_Ch2.asf,1638.679,20160824113708820@DVR1_Ch3.asf,1638.32,20160824120427140,Exposure - End,7.2,36.617
DATA_20160825082217036,20160825082217036@DVR1_Ch1.asf,776.41,20160825082217224@DVR1_Ch2.asf,776.222,20160825082217677@DVR1_Ch3.asf,775.769,20160825083513446,Debris - Other soft debris,6.15,11.933
DATA_20160825082217036,20160825082217036@DVR1_Ch1.asf,832.611,20160825082217224@DVR1_Ch2.asf,832.423,20160825082217677@DVR1_Ch3.asf,831.97,20160825083609647,Debris - Boulder,6.1,11.9088
DATA_20160825082217036,20160825082217036@DVR1_Ch1.asf,1111.498,20160825082217224@DVR1_Ch2.asf,1111.31,20160825082217677@DVR1_Ch3.asf,1110.857,20160825084048534,Debris - Boulder,6.1,11.7979
DATA_20160825082217036,20160825082217036@DVR1_Ch1.asf,1769.394,20160825082217224@DVR1_Ch2.asf,1769.206,20160825082217677@DVR1_Ch3.asf,1768.753,20160825085146430,Debris - Other soft debris,6.15,11.542
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,0.07,20160825032109546@DVR1_Ch2.asf,-0.446,20160825032110061@DVR1_Ch3.asf,-0.961,20160825032109100,Field Joint - Normal,2.1,17.882
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,38.871,20160825032109546@DVR1_Ch2.asf,38.355,20160825032110061@DVR1_Ch3.asf,37.84,20160825032147901,Field Joint - Normal,2.1,17.87
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,97.072,20160825032109546@DVR1_Ch2.asf,96.556,20160825032110061@DVR1_Ch3.asf,96.041,20160825032246102,Exposure - Start,7.1,17.852
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,143.194,20160825032109546@DVR1_Ch2.asf,142.678,20160825032110061@DVR1_Ch3.asf,142.163,20160825032332224,Debris - Other soft debris,6.15,17.836
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,510.123,20160825032109546@DVR1_Ch2.asf,509.607,20160825032110061@DVR1_Ch3.asf,509.092,20160825032939153,Exposure - End,7.2,17.7152
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,541.083,20160825032109546@DVR1_Ch2.asf,540.567,20160825032110061@DVR1_Ch3.asf,540.052,20160825033010113,Field Joint - Normal,2.1,17.704
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,558.684,20160825032109546@DVR1_Ch2.asf,558.168,20160825032110061@DVR1_Ch3.asf,557.653,20160825033027714,Debris - Other soft debris,6.15,17.6977
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,577.324,20160825032109546@DVR1_Ch2.asf,576.808,20160825032110061@DVR1_Ch3.asf,576.293,20160825033046354,Field Joint - Normal,2.1,17.691
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,621.085,20160825032109546@DVR1_Ch2.asf,620.569,20160825032110061@DVR1_Ch3.asf,620.054,20160825033130115,Field Joint - Normal,2.1,17.6773
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,661.006,20160825032109546@DVR1_Ch2.asf,660.49,20160825032110061@DVR1_Ch3.asf,659.975,20160825033210036,Field Joint,2,17.666
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,666.887,20160825032109546@DVR1_Ch2.asf,666.371,20160825032110061@DVR1_Ch3.asf,665.856,20160825033215917,Exposure - Start,7.1,17.664
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1474.586,20160825032109546@DVR1_Ch2.asf,1474.07,20160825032110061@DVR1_Ch3.asf,1473.555,20160825034543616,Exposure - End,7.2,17.39
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1482.227,20160825032109546@DVR1_Ch2.asf,1481.711,20160825032110061@DVR1_Ch3.asf,1481.196,20160825034551257,Debris - Other soft debris,6.15,17.388
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1529.748,20160825032109546@DVR1_Ch2.asf,1529.232,20160825032110061@DVR1_Ch3.asf,1528.717,20160825034638778,Field Joint - Normal,2.1,17.372
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1562.589,20160825032109546@DVR1_Ch2.asf,1562.073,20160825032110061@DVR1_Ch3.asf,1561.558,20160825034711619,Field Joint - Normal,2.1,17.3599
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1600.532,20160825032109546@DVR1_Ch2.asf,1600.016,20160825032110061@DVR1_Ch3.asf,1599.501,20160825034749562,Field Joint - Normal,2.1,17.346
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1639.23,20160825032109546@DVR1_Ch2.asf,1638.714,20160825032110061@DVR1_Ch3.asf,1638.199,20160825034828260,Field Joint - Normal,2.1,17.334
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1654.431,20160825032109546@DVR1_Ch2.asf,1653.915,20160825032110061@DVR1_Ch3.asf,1653.4,20160825034843461,Anode - Bracelet - slight wastage 0-25%,1.1.1,17.328
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1676.791,20160825032109546@DVR1_Ch2.asf,1676.275,20160825032110061@DVR1_Ch3.asf,1675.76,20160825034905821,Field Joint - Normal,2.1,17.321
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1712.592,20160825032109546@DVR1_Ch2.asf,1712.076,20160825032110061@DVR1_Ch3.asf,1711.561,20160825034941622,Field Joint - Normal,2.1,17.309
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1747.873,20160825032109546@DVR1_Ch2.asf,1747.357,20160825032110061@DVR1_Ch3.asf,1746.842,20160825035016903,Field Joint - Normal,2.1,17.296
DATA_20160825032109030,20160825032109030@DVR1_Ch1.asf,1792.034,20160825032109546@DVR1_Ch2.asf,1791.518,20160825032110061@DVR1_Ch3.asf,1791.003,20160825035101064,Field Joint - Normal,2.1,17.2834
DATA_20160824063359731,20160824063400324@DVR1_Ch1.asf,374.493,20160824063400528@DVR1_Ch2.asf,374.289,20160824063359731@DVR1_Ch3.asf,375.086,20160824064014817,Span - Start,8.1,40.891
DATA_20160824063359731,20160824063400324@DVR1_Ch1.asf,401.553,20160824063400528@DVR1_Ch2.asf,401.349,20160824063359731@DVR1_Ch3.asf,402.146,20160824064041877,Anode - Bracelet - slight wastage 0-25%,1.1.1,40.895
DATA_20160824063359731,20160824063400324@DVR1_Ch1.asf,426.294,20160824063400528@DVR1_Ch2.asf,426.09,20160824063359731@DVR1_Ch3.asf,426.887,20160824064106618,Span - End,8.2,40.898
DATA_20160824063359731,20160824063400324@DVR1_Ch1.asf,455.534,20160824063400528@DVR1_Ch2.asf,455.33,20160824063359731@DVR1_Ch3.asf,456.127,20160824064135858,Other Fixed - Tee-piece,4.8,40.898
DATA_20160824063359731,20160824063400324@DVR1_Ch1.asf,455.634,20160824063400528@DVR1_Ch2.asf,455.43,20160824063359731@DVR1_Ch3.asf,456.227,20160824064135958,Exposure - End,7.2,40.898
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,152.773,20160908050828611@DVR1_Ch2.asf,152.179,20160908050828861@DVR1_Ch3.asf,151.929,20160908051100790,Exposure - intermittent start,7.4,2.119
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,153.072,20160908050828611@DVR1_Ch2.asf,152.478,20160908050828861@DVR1_Ch3.asf,152.228,20160908051101089,Stabilisation - Mattress - Start,3.5.1,2.119
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,217.033,20160908050828611@DVR1_Ch2.asf,216.439,20160908050828861@DVR1_Ch3.asf,216.189,20160908051205050,Stabilisation - Mattress - End,3.5.2,2.133
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,217.133,20160908050828611@DVR1_Ch2.asf,216.539,20160908050828861@DVR1_Ch3.asf,216.289,20160908051205150,Weightcoat Missing - Start of loss,11.1,2.133
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,226.513,20160908050828611@DVR1_Ch2.asf,225.919,20160908050828861@DVR1_Ch3.asf,225.669,20160908051214530,Weightcoat Missing - End of loss,11.2,2.135
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,286.914,20160908050828611@DVR1_Ch2.asf,286.32,20160908050828861@DVR1_Ch3.asf,286.07,20160908051314931,Field Joint,2,2.149
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,481.277,20160908050828611@DVR1_Ch2.asf,480.683,20160908050828861@DVR1_Ch3.asf,480.433,20160908051629294,Exposure - intermittent  end,7.5,2.189
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,520.277,20160908050828611@DVR1_Ch2.asf,519.683,20160908050828861@DVR1_Ch3.asf,519.433,20160908051708294,Exposure - intermittent start,7.4,2.1988
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,628.399,20160908050828611@DVR1_Ch2.asf,627.805,20160908050828861@DVR1_Ch3.asf,627.555,20160908051856416,Exposure - intermittent  end,7.5,2.229
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,652.439,20160908050828611@DVR1_Ch2.asf,651.845,20160908050828861@DVR1_Ch3.asf,651.595,20160908051920456,Exposure - Start,7.1,2.236
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,687.56,20160908050828611@DVR1_Ch2.asf,686.966,20160908050828861@DVR1_Ch3.asf,686.716,20160908051955577,Weightcoat Missing - Start of loss,11.1,2.246
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,836.882,20160908050828611@DVR1_Ch2.asf,836.288,20160908050828861@DVR1_Ch3.asf,836.038,20160908052224899,Weightcoat Missing - End of loss,11.2,2.277
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,859.803,20160908050828611@DVR1_Ch2.asf,859.209,20160908050828861@DVR1_Ch3.asf,858.959,20160908052247820,Exposure - End,7.2,2.28
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,1189.408,20160908050828611@DVR1_Ch2.asf,1188.814,20160908050828861@DVR1_Ch3.asf,1188.564,20160908052817425,Exposure - Start,7.1,2.318
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,1194.488,20160908050828611@DVR1_Ch2.asf,1193.894,20160908050828861@DVR1_Ch3.asf,1193.644,20160908052822505,Other Fixed - Pipe bend,4.11,2.319
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,1198.568,20160908050828611@DVR1_Ch2.asf,1197.974,20160908050828861@DVR1_Ch3.asf,1197.724,20160908052826585,Exposure - End,7.2,2.319
DATA_20160908050828017,20160908050828017@DVR1_Ch1.asf,1222.088,20160908050828611@DVR1_Ch2.asf,1221.494,20160908050828861@DVR1_Ch3.asf,1221.244,20160908052850105,Survey Section - End of - Pipe exposed,12.2.1,2.318
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,230.51,20160823175723054@DVR1_Ch2.asf,230.088,20160823175722007@DVR1_Ch3.asf,231.135,20160823180113142,Exposure - End,7.2,50.6371
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,322.751,20160823175723054@DVR1_Ch2.asf,322.329,20160823175722007@DVR1_Ch3.asf,323.376,20160823180245383,Field Joint,2,50.615
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,324.631,20160823175723054@DVR1_Ch2.asf,324.209,20160823175722007@DVR1_Ch3.asf,325.256,20160823180247263,Debris - Netting,6.2,50.614
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,369.271,20160823175723054@DVR1_Ch2.asf,368.849,20160823175722007@DVR1_Ch3.asf,369.896,20160823180331903,Exposure - Start,7.1,50.602
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,599.754,20160823175723054@DVR1_Ch2.asf,599.332,20160823175722007@DVR1_Ch3.asf,600.379,20160823180722386,Debris - Boulder,6.1,50.536
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,820.438,20160823175723054@DVR1_Ch2.asf,820.016,20160823175722007@DVR1_Ch3.asf,821.063,20160823181103070,Exposure - End,7.2,50.4703
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,896.519,20160823175723054@DVR1_Ch2.asf,896.097,20160823175722007@DVR1_Ch3.asf,897.144,20160823181219151,Debris - Other soft debris,6.15,50.448
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,897.479,20160823175723054@DVR1_Ch2.asf,897.057,20160823175722007@DVR1_Ch3.asf,898.104,20160823181220111,Exposure - Start,7.1,50.448
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1005.84,20160823175723054@DVR1_Ch2.asf,1005.418,20160823175722007@DVR1_Ch3.asf,1006.465,20160823181408472,Exposure - End,7.2,50.418
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1028.401,20160823175723054@DVR1_Ch2.asf,1027.979,20160823175722007@DVR1_Ch3.asf,1029.026,20160823181431033,Field Joint,2,50.4114
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1082.241,20160823175723054@DVR1_Ch2.asf,1081.819,20160823175722007@DVR1_Ch3.asf,1082.866,20160823181524873,Debris - Netting,6.2,50.397
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1211.643,20160823175723054@DVR1_Ch2.asf,1211.221,20160823175722007@DVR1_Ch3.asf,1212.268,20160823181734275,Field Joint - Normal,2.1,50.361
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1265.124,20160823175723054@DVR1_Ch2.asf,1264.702,20160823175722007@DVR1_Ch3.asf,1265.749,20160823181827756,Debris - Netting,6.2,50.345
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1381.325,20160823175723054@DVR1_Ch2.asf,1380.903,20160823175722007@DVR1_Ch3.asf,1381.95,20160823182023957,Debris - Netting,6.2,50.3094
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1543.967,20160823175723054@DVR1_Ch2.asf,1543.545,20160823175722007@DVR1_Ch3.asf,1544.592,20160823182306599,Anode - Bracelet - moderate wastage 25-50%,1.1.2,50.2638
DATA_20160823175722007,20160823175722632@DVR1_Ch1.asf,1563.168,20160823175723054@DVR1_Ch2.asf,1562.746,20160823175722007@DVR1_Ch3.asf,1563.793,20160823182325800,Field Joint,2,50.258
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,113.089,20160901123042256@DVR1_Ch2.asf,112.714,20160901123042741@DVR1_Ch3.asf,112.229,20160901123234970,Weightcoat Missing - Start of loss,11.1,58.2134
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,115.409,20160901123042256@DVR1_Ch2.asf,115.034,20160901123042741@DVR1_Ch3.asf,114.549,20160901123237290,Weightcoat Missing - End of loss,11.2,58.214
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,129.529,20160901123042256@DVR1_Ch2.asf,129.154,20160901123042741@DVR1_Ch3.asf,128.669,20160901123251410,Span - Start,8.1,58.219
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,138.809,20160901123042256@DVR1_Ch2.asf,138.434,20160901123042741@DVR1_Ch3.asf,137.949,20160901123300690,Anode - Bracelet - slight wastage 0-25%,1.1.1,58.22
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,179.73,20160901123042256@DVR1_Ch2.asf,179.355,20160901123042741@DVR1_Ch3.asf,178.87,20160901123341611,Measurement - CP Stab,16.2,58.221
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,222.53,20160901123042256@DVR1_Ch2.asf,222.155,20160901123042741@DVR1_Ch3.asf,221.67,20160901123424411,Weightcoat Missing - Start of loss,11.1,58.226
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,236.011,20160901123042256@DVR1_Ch2.asf,235.636,20160901123042741@DVR1_Ch3.asf,235.151,20160901123437892,Other Fixed - Pipe bend,4.11,58.228
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,242.811,20160901123042256@DVR1_Ch2.asf,242.436,20160901123042741@DVR1_Ch3.asf,241.951,20160901123444692,Span - End,8.2,58.229
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,270.21,20160901123042256@DVR1_Ch2.asf,269.835,20160901123042741@DVR1_Ch3.asf,269.35,20160901123512091,Weightcoat Missing - End of loss,11.2,58.23
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,329.652,20160901123042256@DVR1_Ch2.asf,329.277,20160901123042741@DVR1_Ch3.asf,328.792,20160901123611533,Other Fixed - Flange,4.4,58.237
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,349.092,20160901123042256@DVR1_Ch2.asf,348.717,20160901123042741@DVR1_Ch3.asf,348.232,20160901123630973,Measurement - CP Stab,16.2,58.237
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,369.893,20160901123042256@DVR1_Ch2.asf,369.518,20160901123042741@DVR1_Ch3.asf,369.033,20160901123651774,Measurement - CP Stab,16.2,58.238
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,385.553,20160901123042256@DVR1_Ch2.asf,385.178,20160901123042741@DVR1_Ch3.asf,384.693,20160901123707434,Exposure - End,7.2,58.237
DATA_20160901123041288,20160901123041881@DVR1_Ch1.asf,385.653,20160901123042256@DVR1_Ch2.asf,385.278,20160901123042741@DVR1_Ch3.asf,384.793,20160901123707534,Survey Section - End of - Pipe exposed,12.2.1,58.237
DATA_20160902204155423,20160902204155860@DVR1_Ch1.asf,5.46,20160902204156251@DVR1_Ch2.asf,5.069,20160902204156626@DVR1_Ch3.asf,4.694,20160902204201320,Survey Section - Start of - Pipe buried,12.1.2,14.7421
DATA_20160902204155423,20160902204155860@DVR1_Ch1.asf,271.985,20160902204156251@DVR1_Ch2.asf,271.594,20160902204156626@DVR1_Ch3.asf,271.219,20160902204627845,Stabilisation - Rockdump - Start,3.7.1,14.8364
DATA_20160902204155423,20160902204155860@DVR1_Ch1.asf,302.905,20160902204156251@DVR1_Ch2.asf,302.514,20160902204156626@DVR1_Ch3.asf,302.139,20160902204658765,Stabilisation - Rockdump - End,3.7.2,14.849
